Brewery_id,Beer,Beer_ID,Percent_ABV,IBU,Style,Ounces,Brewery,City,State,MedianIBU,MedianABV
224,Pleasure Town IPA,1814,6.3,61,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK,33,5.6
224,Snowshoe White Ale,587,4.8,12,Witbier,12,Midnight Sun Brewing Company,Anchorage, AK,33,5.6
224,Kodiak Brown Ale,586,5,24,American Brown Ale,12,Midnight Sun Brewing Company,Anchorage, AK,33,5.6
224,Sockeye Red IPA,434,5.7,70,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK,33,5.6
225,Trail Head,2089,6.3,55,American Pale Ale (APA),12,Fat Head's Brewery,Middleburg Heights, OH,40,5.8
225,Hop Stalker Fresh Hop IPA,2088,7,80,American IPA,16,Fat Head's Brewery,Middleburg Heights, OH,40,5.8
226,Blood Orange Wit,2087,5,16,Witbier,16,Refuge Brewery,Temecula, CA,40,5.8
227,8 Barrel,2080,8,69,American Strong Ale,16,Chatham Brewing,Chatham, NY,40,5.5
227,Oktoberfest,2079,5.5,40,Märzen / Oktoberfest,16,Chatham Brewing,Chatham, NY,40,5.5
228,Stone of Arbroath,2078,8,24,Scotch Ale / Wee Heavy,12,DC Brau Brewing Company,Washington, DC,27.5,6.25
228,The Tradition,1809,5,15,American Blonde Ale,12,DC Brau Brewing Company,Washington, DC,27.5,6.25
228,El Hefe Speaks,1263,5.3,11,Hefeweizen,12,DC Brau Brewing Company,Washington, DC,27.5,6.25
228,Penn Quarter Porter,1092,5.5,31,American Porter,12,DC Brau Brewing Company,Washington, DC,27.5,6.25
228,On the Wings of Armageddon,851,9.2,115,American Double / Imperial IPA,12,DC Brau Brewing Company,Washington, DC,27.5,6.25
228,The Corruption,186,6.5,80,American IPA,12,DC Brau Brewing Company,Washington, DC,27.5,6.25
228,The Citizen,185,7,23,Belgian Pale Ale,12,DC Brau Brewing Company,Washington, DC,27.5,6.25
228,The Public,184,6,44,American Pale Ale (APA),12,DC Brau Brewing Company,Washington, DC,27.5,6.25
229,No Wake IPA,2077,7.2,50,American IPA,12,Geneva Lake Brewing Company,Lake Geneva, WI,24,5.2
229,Boathouse Blonde,2076,4.9,15,American Blonde Ale,12,Geneva Lake Brewing Company,Lake Geneva, WI,24,5.2
229,Cedar Point,2075,5,26,American Amber / Red Ale,12,Geneva Lake Brewing Company,Lake Geneva, WI,24,5.2
230,Pine Knob Pilsner,2074,5.3,33,Czech Pilsener,16,Rochester Mills Brewing Company,Rochester, MI,29,6.05
230,Cal and Co. Black Cherry Porter,1724,6,31,American Porter,16,Rochester Mills Brewing Company,Rochester, MI,29,6.05
230,Lazy Daze Lager,1280,5.5,11,American Adjunct Lager,16,Rochester Mills Brewing Company,Rochester, MI,29,6.05
230,Rochester Red Ale,899,5.9,36,American Amber / Red Ale,16,Rochester Mills Brewing Company,Rochester, MI,29,6.05
230,Milkshake Stout,363,5,25,Milk / Sweet Stout,16,Rochester Mills Brewing Company,Rochester, MI,29,6.05
230,Cornerstone IPA,158,7,67,American IPA,16,Rochester Mills Brewing Company,Rochester, MI,29,6.05
230,Lazy Daze Lager,97,5.5,11,American Adjunct Lager,12,Rochester Mills Brewing Company,Rochester, MI,29,6.05
231,Imperial Pumpkin Stout,2068,9.9,43,Pumpkin Ale,16,Cape Ann Brewing Company,Gloucester, MA,31,5.4
231,Dead-Eye DIPA,2067,9,130,American Double / Imperial IPA,16,Cape Ann Brewing Company,Gloucester, MA,31,5.4
231,Fisherman's IPA,2066,5.5,64,American IPA,12,Cape Ann Brewing Company,Gloucester, MA,31,5.4
231,Fisherman's Pils,2065,5.4,35,German Pilsener,12,Cape Ann Brewing Company,Gloucester, MA,31,5.4
231,Fisherman's Brew,2064,5.5,30,American Amber / Red Ale,12,Cape Ann Brewing Company,Gloucester, MA,31,5.4
232,Noche Dulce,2062,7.1,16,American Porter,16,Borderlands Brewing Company,Tucson, AZ,22,5.7
233,Big Blue Van,2061,5.8,14,Fruit / Vegetable Beer,16,College Street Brewhouse and Pub,Lake Havasu City, AZ,22,5.7
234,Weize Guy,2060,5,15,Hefeweizen,12,Joseph James Brewing Company,Henderson, NV,40,5.9
234,Fox Tail Gluten Free Ale,469,5,50,American Pale Ale (APA),12,Joseph James Brewing Company,Henderson, NV,40,5.9
234,Hop Box Imperial IPA,468,9.3,90,American Double / Imperial IPA,12,Joseph James Brewing Company,Henderson, NV,40,5.9
234,Joseph James American Lager,467,5.2,15,American Adjunct Lager,12,Joseph James Brewing Company,Henderson, NV,40,5.9
235,UFO Gingerland,2059,5.2,15,Herbed / Spiced Beer,12,Harpoon Brewery,Boston, MA,31,5.4
235,The Long Thaw White IPA,1653,6.2,45,American White IPA,12,Harpoon Brewery,Boston, MA,31,5.4
235,Honey Cider,1558,4.8,NA,Cider,12,Harpoon Brewery,Boston, MA,31,5.4
235,Harpoon Summer Beer,1380,5,28,Kölsch,12,Harpoon Brewery,Boston, MA,31,5.4
235,Harpoon IPA,1379,5.9,42,American IPA,12,Harpoon Brewery,Boston, MA,31,5.4
235,UFO Pumpkin,1340,5.9,20,Pumpkin Ale,12,Harpoon Brewery,Boston, MA,31,5.4
235,Harpoon Octoberfest,1313,5.5,30,Märzen / Oktoberfest,12,Harpoon Brewery,Boston, MA,31,5.4
235,Harpoon IPA (2012),770,5.9,42,American IPA,12,Harpoon Brewery,Boston, MA,31,5.4
235,Harpoon Summer Beer (2012),769,5,28,Kölsch,12,Harpoon Brewery,Boston, MA,31,5.4
235,UFO White,610,4.8,10,American Pale Wheat Ale,12,Harpoon Brewery,Boston, MA,31,5.4
235,Harpoon Summer Beer (2010),192,5,28,Kölsch,12,Harpoon Brewery,Boston, MA,31,5.4
235,Harpoon IPA (2010),126,5.9,42,American IPA,12,Harpoon Brewery,Boston, MA,31,5.4
236,Palate Mallet,2058,8.6,93,American Double / Imperial IPA,12,Back East Brewing Company,Bloomfield, CT,36,6
236,Back East Porter,1483,6,31,American Porter,12,Back East Brewing Company,Bloomfield, CT,36,6
236,Back East Golden Ale,1426,4.9,20,American Blonde Ale,12,Back East Brewing Company,Bloomfield, CT,36,6
236,Misty Mountain IPA,1132,7,67,American IPA,12,Back East Brewing Company,Bloomfield, CT,36,6
236,Back East Ale,1131,5,36,American Amber / Red Ale,12,Back East Brewing Company,Bloomfield, CT,36,6
237,Stickin' In My Rye,2057,7,52,Rye Beer,24,Champion Brewing Company,Charlottesville, VA,41,5.65
237,Black Me Stout,2056,6,45,American Stout,12,Champion Brewing Company,Charlottesville, VA,41,5.65
237,Killer Kolsch,2055,5,22,Kölsch,12,Champion Brewing Company,Charlottesville, VA,41,5.65
237,Missile IPA,1933,7,65,American IPA,12,Champion Brewing Company,Charlottesville, VA,41,5.65
238,Bravo Four Point,2051,4.4,45,American Pale Ale (APA),12,Devil's Backbone Brewing Company,Lexington, VA,41,5.65
238,Striped Bass Pale Ale,1201,5.2,26,American Pale Ale (APA),12,Devil's Backbone Brewing Company,Lexington, VA,41,5.65
239,Cream Ale,2050,4.2,35,Cream Ale,12,Newburgh Brewing Company,Newburgh, NY,40,5.5
240,Tarasque,2047,5.9,28,Saison / Farmhouse Ale,12,Wiseacre Brewing Company,Memphis, TN,34.5,5.7
240,Ananda India Pale Ale,1470,6.2,61,American IPA,12,Wiseacre Brewing Company,Memphis, TN,34.5,5.7
240,Tiny Bomb,1469,4.5,23,American Pilsner,12,Wiseacre Brewing Company,Memphis, TN,34.5,5.7
241,Might As Well IPL,2045,7.2,75,American Pale Lager,16,Golden Road Brewing,Los Angeles, CA,40,5.8
241,Saison Pamplemousse,1960,5.8,35,Saison / Farmhouse Ale,12,Golden Road Brewing,Los Angeles, CA,40,5.8
241,2020 IPA,1777,7.4,74,American IPA,16,Golden Road Brewing,Los Angeles, CA,40,5.8
241,Wolf Among Weeds IPA,1698,8,70,American IPA,16,Golden Road Brewing,Los Angeles, CA,40,5.8
241,Better Weather IPA,1641,9.4,92,American IPA,16,Golden Road Brewing,Los Angeles, CA,40,5.8
241,Point the Way IPA,1490,5.9,60,American IPA,16,Golden Road Brewing,Los Angeles, CA,40,5.8
241,Golden Road Hefeweizen,1489,4.6,15,Hefeweizen,16,Golden Road Brewing,Los Angeles, CA,40,5.8
241,Heal the Bay IPA,1399,6.8,65,American IPA,16,Golden Road Brewing,Los Angeles, CA,40,5.8
241,Point the Way IPA,1296,5.9,60,American IPA,12,Golden Road Brewing,Los Angeles, CA,40,5.8
241,Cabrillo Kölsch,1034,5,21,Kölsch,16,Golden Road Brewing,Los Angeles, CA,40,5.8
241,Get Up Offa That Brown,991,5.5,20,American Brown Ale,16,Golden Road Brewing,Los Angeles, CA,40,5.8
241,Burning Bush Smoked IPA,750,8,70,American IPA,16,Golden Road Brewing,Los Angeles, CA,40,5.8
241,Wolf Among Weeds IPA (2012),749,8,70,American IPA,16,Golden Road Brewing,Los Angeles, CA,40,5.8
241,Point the Way IPA (2012),549,5.9,60,American IPA,16,Golden Road Brewing,Los Angeles, CA,40,5.8
241,Golden Road Hefeweizen (2012),548,4.6,15,Hefeweizen,16,Golden Road Brewing,Los Angeles, CA,40,5.8
242,Skylight,2043,5.6,20,Dunkelweizen,12,New Republic Brewing Company,College Station, TX,33,5.5
242,Kadigan,2042,5.6,30,American Blonde Ale,12,New Republic Brewing Company,College Station, TX,33,5.5
242,Dammit Jim!,2041,5.2,50,American Amber / Red Ale,12,New Republic Brewing Company,College Station, TX,33,5.5
243,Infamous IPA,2038,7,75,American IPA,12,Infamous Brewing Company,Austin, TX,33,5.5
243,Hijack,1774,5.5,20,Cream Ale,12,Infamous Brewing Company,Austin, TX,33,5.5
244,The Gilded Age,2037,4.5,17,Munich Helles Lager,12,Two Henrys Brewing Company,Plant City, FL,35.5,5.55
245,Getaway,2036,5.2,30,German Pilsener,16,Lift Bridge Brewing Company,Stillwater, MN,45,5.6
245,Farm Girl Saison,1168,6,30,Saison / Farmhouse Ale,16,Lift Bridge Brewing Company,Stillwater, MN,45,5.6
246,Pub Ale,2033,3.8,18,English Dark Mild Ale,12,Lucky Town Brewing Company,Jackson, MS,45,5.8
246,Ballistic Blonde,2032,5.1,31,Belgian Pale Ale,12,Lucky Town Brewing Company,Jackson, MS,45,5.8
247,Golden Fleece,2031,4.5,35,Belgian Pale Ale,12,Quest Brewing Company,Greenville, SC,32.5,5.5
247,Smoking Mirror,2030,5.5,30,American Porter,12,Quest Brewing Company,Greenville, SC,32.5,5.5
248,Tropicalia,2029,6.5,65,American IPA,12,Creature Comforts,Athens, GA,38.5,5.5
248,Athena,2028,4.5,7,Berliner Weissbier,12,Creature Comforts,Athens, GA,38.5,5.5
249,Pursuit,2026,7,40,American IPA,12,Half Full Brewery,Stamford, CT,36,6
249,Half Full Bright Ale,1361,5.2,18,American Blonde Ale,12,Half Full Brewery,Stamford, CT,36,6
250,Montauk Light,2024,3.5,11,Light Lager,12,Southampton Publick House,Southampton, NY,40,5.5
251,Enlighten,2019,4.5,21,Kölsch,16,Chapman's Brewing,Angola, IN,31,6
251,Ale Cider,2018,6.5,8,Fruit / Vegetable Beer,16,Chapman's Brewing,Angola, IN,31,6
251,Pail Ale,2017,5.5,30,American Pale Ale (APA),16,Chapman's Brewing,Angola, IN,31,6
251,Englishman,2016,4.5,23,English Brown Ale,16,Chapman's Brewing,Angola, IN,31,6
252,Barrio Blanco,2005,6,60,American IPA,12,Barrio Brewing Company,Tucson, AZ,22,5.7
252,Barrio Tucson Blonde,1343,4.5,20,American Blonde Ale,12,Barrio Brewing Company,Tucson, AZ,22,5.7
253,Giant DIPA,2002,8.9,88,American Double / Imperial IPA,16,Santa Cruz Mountain Brewing,Santa Cruz, CA,40,5.8
253,Dread Brown Ale,1683,5.4,29,American Brown Ale,12,Santa Cruz Mountain Brewing,Santa Cruz, CA,40,5.8
253,Casinos IPA,1362,7,54,English India Pale Ale (IPA),16,Santa Cruz Mountain Brewing,Santa Cruz, CA,40,5.8
254,Old Detroit,1998,5.6,36,American Amber / Red Ale,12,Frankenmuth Brewery,Frankenmuth, MI,29,6.05
254,Batch 69 IPA,1556,6.9,69,American IPA,12,Frankenmuth Brewery,Frankenmuth, MI,29,6.05
254,Twisted Helles Summer Lager,1208,5.5,18,Munich Helles Lager,12,Frankenmuth Brewery,Frankenmuth, MI,29,6.05
255,Bushwhacker Cider,1986,6.9,NA,Cider,16,Meckley's Cidery,Somerset Center, MI,29,6.05
255,Weim-R-Iner,1985,6.9,NA,Cider,16,Meckley's Cidery,Somerset Center, MI,29,6.05
255,Cherry Bomb,1984,6.9,NA,Cider,16,Meckley's Cidery,Somerset Center, MI,29,6.05
256,Brontide,1983,5,68,American Black Ale,12,Stillwater Artisanal Ales,Baltimore, MD,30,5.8
256,Brontide,1631,5,68,American Black Ale,12,Stillwater Artisanal Ales,Baltimore, MD,30,5.8
256,Classique,1344,4.5,28,Saison / Farmhouse Ale,12,Stillwater Artisanal Ales,Baltimore, MD,30,5.8
257,Hardcore Chimera,1981,9,93,American Double / Imperial IPA,16,Finch's Beer Company,Chicago, IL,41,5.8
257,Sobek & Set,1664,8,80,American Black Ale,16,Finch's Beer Company,Chicago, IL,41,5.8
257,Nuclear Winter,1663,8.6,72,Belgian Strong Dark Ale,16,Finch's Beer Company,Chicago, IL,41,5.8
257,Wet Hot American Wheat Ale,1662,5,22,American Pale Wheat Ale,16,Finch's Beer Company,Chicago, IL,41,5.8
257,Secret Stache Stout,941,5.3,41,American Stout,16,Finch's Beer Company,Chicago, IL,41,5.8
257,Fascist Pig Ale,935,8,72,American Amber / Red Ale,16,Finch's Beer Company,Chicago, IL,41,5.8
257,Cut Throat Pale Ale,809,5.5,44,American Pale Ale (APA),16,Finch's Beer Company,Chicago, IL,41,5.8
257,Threadless IPA,481,7.5,67,American IPA,16,Finch's Beer Company,Chicago, IL,41,5.8
257,Cut Throat Pale Ale (2011),351,5.5,44,American Pale Ale (APA),16,Finch's Beer Company,Chicago, IL,41,5.8
257,Golden Wing Blonde Ale,350,4.7,20,American Blonde Ale,16,Finch's Beer Company,Chicago, IL,41,5.8
258,LuckenBock,1972,7,18,Bock,16,South Austin Brewery,South Austin, TX,33,5.5
258,Texas Pale Ale (TPA),1971,5.5,40,American IPA,16,South Austin Brewery,South Austin, TX,33,5.5
258,6 String Saison,1970,8,28,Saison / Farmhouse Ale,16,South Austin Brewery,South Austin, TX,33,5.5
258,Kol' Beer,1969,5,22,Kölsch,16,South Austin Brewery,South Austin, TX,33,5.5
259,Wagon Party,1966,5.4,55,California Common / Steam Beer,12,Bauhaus Brew Labs,Minneapolis, MN,45,5.6
259,Sky-Five,1965,6.7,70,American IPA,12,Bauhaus Brew Labs,Minneapolis, MN,45,5.6
259,Stargrazer,1964,5,28,Schwarzbier,12,Bauhaus Brew Labs,Minneapolis, MN,45,5.6
259,Wonderstuff,1963,5.4,48,German Pilsener,12,Bauhaus Brew Labs,Minneapolis, MN,45,5.6
260,Ozark American Pale Ale,1961,4,39,American Pale Ale (APA),12,Ozark Beer Company,Rogers, AR,36,5.2
261,Train Wreck,1952,8.2,36,American Amber / Red Ale,16,Mountain Town Brewing Company ,Mount Pleasant, MI,29,6.05
262,Overgrown American Pale Ale,1946,5.5,55,American Pale Ale (APA),12,Otter Creek Brewing,Waterbury, VT,45,5.5
263,Birdhouse Pale Ale,1945,5,23,Belgian Pale Ale,12,The Brewer's Art,Baltimore, MD,30,5.8
263,Ozzy,1079,7.3,23,Belgian Pale Ale,12,The Brewer's Art,Baltimore, MD,30,5.8
263,Resurrection,94,7,21,Dubbel,12,The Brewer's Art,Baltimore, MD,30,5.8
264,Incredible Pedal IPA,1944,7,67,American IPA,12,Denver Beer Company,Denver, CO,36,6
264,Graham Cracker Porter,1943,5,31,American Porter,12,Denver Beer Company,Denver, CO,36,6
265,Rudie Session IPA,1942,4.5,67,American IPA,12,Ska Brewing Company,Durango, CO,36,6
265,Taster's Choice,1708,7.4,24,Doppelbock,12,Ska Brewing Company,Durango, CO,36,6
265,Modus Hoperandi,1521,6.8,65,American IPA,12,Ska Brewing Company,Durango, CO,36,6
265,Estival Cream Stout,1297,5.8,15,American Stout,12,Ska Brewing Company,Durango, CO,36,6
265,Vernal Minthe Stout,1192,5.8,41,American Stout,12,Ska Brewing Company,Durango, CO,36,6
265,Hibernal Vinifera Stout,1013,8,38,Foreign / Export Stout,12,Ska Brewing Company,Durango, CO,36,6
265,Autumnal Molé Stout,774,6.3,41,American Stout,12,Ska Brewing Company,Durango, CO,36,6
265,Mexican Logger,386,4.2,18,American Pale Lager,12,Ska Brewing Company,Durango, CO,36,6
265,True Blonde Ale,70,5.3,20,American Blonde Ale,12,Ska Brewing Company,Durango, CO,36,6
265,Euphoria Pale Ale,69,6.1,44,American Pale Ale (APA),12,Ska Brewing Company,Durango, CO,36,6
265,ESB Special Ale,68,5.7,58,Extra Special / Strong Bitter (ESB),12,Ska Brewing Company,Durango, CO,36,6
265,Modus Hoperandi,67,6.8,65,American IPA,12,Ska Brewing Company,Durango, CO,36,6
266,Almanac IPA,1938,6.2,72,American IPA,12,Tractor Brewing Company,Albuquerque, NM,34,6.1
266,Milk Mustachio Stout,1937,6.5,25,Milk / Sweet Stout,12,Tractor Brewing Company,Albuquerque, NM,34,6.1
266,Farmer's Tan Red Ale,1936,6,30,American Amber / Red Ale,12,Tractor Brewing Company,Albuquerque, NM,34,6.1
267,Fresh Cut Pilsner,1931,4.6,23,American Pilsner,12,Peak Organic Brewing Company,Portland, ME,38,5.1
267,Summer Session Ale,1930,5,61,American Pale Wheat Ale,12,Peak Organic Brewing Company,Portland, ME,38,5.1
268,Cape Cod Red,1928,5.5,35,American Amber / Red Ale,16,Cape Cod Beer,Hyannis, MA,31,5.4
268,Beach Blonde,1927,4.9,10,American Blonde Ale,16,Cape Cod Beer,Hyannis, MA,31,5.4
269,Long Trail IPA,1926,5.9,42,English India Pale Ale (IPA),12,Long Trail Brewing Company,Bridgewater Corners, VT,45,5.5
269,Long Trail Ale,1924,4.6,30,American Amber / Red Ale,12,Long Trail Brewing Company,Bridgewater Corners, VT,45,5.5
269,Double Bag,1090,7.2,33,Altbier,16,Long Trail Brewing Company,Bridgewater Corners, VT,45,5.5
269,Blackbeary Wheat,574,4,8,Fruit / Vegetable Beer,12,Long Trail Brewing Company,Bridgewater Corners, VT,45,5.5
269,Long Trail Ale (1),573,4.6,30,Altbier,12,Long Trail Brewing Company,Bridgewater Corners, VT,45,5.5
270,Commotion APA,1923,5.2,49,American Pale Ale (APA),12,Great Raft Brewing Company,Shreveport, LA,28,5.2
270,Southern Drawl Pale Lager,1922,5.2,26,American Pale Lager,12,Great Raft Brewing Company,Shreveport, LA,28,5.2
271,Freeride APA,1921,5.3,40,American Pale Ale (APA),12,Alaskan Brewing Company,Juneau, AK,33,5.6
271,Alaskan Amber,1920,5.3,18,Altbier,12,Alaskan Brewing Company,Juneau, AK,33,5.6
272,Left of the Dial IPA,1917,4.3,67,American IPA,12,Notch Brewing Company,Ipswich, MA,31,5.4
272,Notch Session Pils,1190,4,33,Czech Pilsener,12,Notch Brewing Company,Ipswich, MA,31,5.4
273,Petit Mutant,1916,6,27,American Wild Ale,16,The Alchemist,Waterbury, VT,45,5.5
273,The Crusher,1915,9.6,93,American Double / Imperial IPA,16,The Alchemist,Waterbury, VT,45,5.5
273,Beelzebub,1914,8,62,American Double / Imperial Stout,16,The Alchemist,Waterbury, VT,45,5.5
273,Focal Banger,1810,7,67,American IPA,16,The Alchemist,Waterbury, VT,45,5.5
273,Heady Topper,1111,8,120,American Double / Imperial IPA,16,The Alchemist,Waterbury, VT,45,5.5
273,Heady Topper,379,8,120,American Double / Imperial IPA,16,The Alchemist,Waterbury, VT,45,5.5
274,Hydraulion Red,1913,5.3,22,Irish Red Ale,12,Three Notch'd Brewing Company,Charlottesville, VA,41,5.65
274,40 Mile IPA,1912,6,50,American IPA,12,Three Notch'd Brewing Company,Charlottesville, VA,41,5.65
275,Big Chuck Barleywine,1909,9.9,96,American Barleywine,12,Portside Brewery,Cleveland, OH,40,5.8
276,Fresh Slice White IPA,1908,5.5,45,American White IPA,12,Otter Creek Brewing,Middlebury, VT,45,5.5
277,Montauk Summer Ale,1907,5.6,28,American Blonde Ale,12,Montauk Brewing Company,Montauk, NY,40,5.5
277,Driftwood Ale,1906,6,49,Extra Special / Strong Bitter (ESB),12,Montauk Brewing Company,Montauk, NY,40,5.5
278,Let It Ride IPA,1903,6.8,90,American IPA,12,Indeed Brewing Company,Minneapolis, MN,45,5.6
278,Stir Crazy Winter Ale,1691,6.5,22,Winter Warmer,12,Indeed Brewing Company,Minneapolis, MN,45,5.6
278,Sweet Yamma Jamma Ale,1555,5,10,Fruit / Vegetable Beer,12,Indeed Brewing Company,Minneapolis, MN,45,5.6
278,Shenanigans Summer Ale,1115,4.6,27,American Pale Wheat Ale,12,Indeed Brewing Company,Minneapolis, MN,45,5.6
278,Midnight Ryder,729,6.5,80,American Black Ale,12,Indeed Brewing Company,Minneapolis, MN,45,5.6
278,Day Tripper Pale Ale,728,5.4,45,American Pale Ale (APA),12,Indeed Brewing Company,Minneapolis, MN,45,5.6
279,Lost Sailor IPA,1900,5.5,40,English India Pale Ale (IPA),12,Berkshire Brewing Company,South Deerfield, MA,31,5.4
279,Steel Rail Extra Pale Ale,1317,5.3,20,American Pale Ale (APA),12,Berkshire Brewing Company,South Deerfield, MA,31,5.4
280,La Ferme Urbaine Farmhouse Ale,1899,7.8,28,Saison / Farmhouse Ale,12,Foolproof Brewing Company,Pawtucket, RI,24,5.5
280,Backyahd IPA,983,6,67,American IPA,12,Foolproof Brewing Company,Pawtucket, RI,24,5.5
280,Raincloud Robust Porter,982,6.5,31,American Porter,12,Foolproof Brewing Company,Pawtucket, RI,24,5.5
280,Barstool American Golden Ale,981,4.5,20,American Blonde Ale,12,Foolproof Brewing Company,Pawtucket, RI,24,5.5
281,Groupe G,1895,7.6,65,Belgian IPA,16,Headlands Brewing Company,Mill Valley, CA,40,5.8
281,Pt. Bonita Rustic Lager,1894,6.2,40,American Pale Lager,16,Headlands Brewing Company,Mill Valley, CA,40,5.8
281,Hill 88 Double IPA,1893,8.8,77,American Double / Imperial IPA,16,Headlands Brewing Company,Mill Valley, CA,40,5.8
282,Longhop IPA,1891,4.2,30,American IPA,16,Bolero Snort Brewery,Ridgefield Park, NJ,34.5,4.6
282,Lucky Buck,1890,4,34,Irish Dry Stout,16,Bolero Snort Brewery,Ridgefield Park, NJ,34.5,4.6
283,Leatherhead Red,1889,5.2,36,American Amber / Red Ale,12,Thunderhead Brewing Company,Kearney, NE,36,5.6
283,Cropduster Mid-American IPA,1222,6.5,67,American IPA,12,Thunderhead Brewing Company,Kearney, NE,36,5.6
283,Golden Frau Honey Wheat,122,7.5,12,Braggot,12,Thunderhead Brewing Company,Kearney, NE,36,5.6
283,Cornstalker Dark Wheat,121,5.2,27,American Dark Wheat Ale,12,Thunderhead Brewing Company,Kearney, NE,36,5.6
284,Thrasher Session India Pale Ale,1886,4.5,44,American IPA,12,Defiance Brewing Company,Hays, KS,22,5
284,Gutch English Style Mild Ale,1885,5,16,English Pale Mild Ale,12,Defiance Brewing Company,Hays, KS,22,5
285,Hop Freak,1884,8.7,80,American Double / Imperial IPA,16,Milwaukee Brewing Company,Milwaukee, WI,24,5.2
285,Louie's Demise Amber Ale,1272,5.1,24,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee, WI,24,5.2
285,Hop Happy,1080,7.5,51,American IPA,16,Milwaukee Brewing Company,Milwaukee, WI,24,5.2
285,Booyah Farmhouse Ale,932,6.5,20,Saison / Farmhouse Ale,16,Milwaukee Brewing Company,Milwaukee, WI,24,5.2
285,O-Gii,776,9.2,16,Witbier,16,Milwaukee Brewing Company,Milwaukee, WI,24,5.2
285,Flaming Damsel Lager (2010),172,4.8,18,Vienna Lager,16,Milwaukee Brewing Company,Milwaukee, WI,24,5.2
285,Louie’s Demise Immort-Ale (2010),171,5.1,24,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee, WI,24,5.2
286,Whitecap Wit,1882,4.8,16,Witbier,16,Catawba Island Brewing,Port Clinton, OH,40,5.8
286,Seiche Scottish Ale,1881,7.8,16,Scottish Ale,16,Catawba Island Brewing,Port Clinton, OH,40,5.8
287,Truck Stop Honey Brown Ale,1876,6,23,English Brown Ale,12,Back Forty Beer Company,Gadsden, AL,39.5,6
287,Naked Pig Pale Ale,1875,6,43,American Pale Ale (APA),12,Back Forty Beer Company,Gadsden, AL,39.5,6
288,El Chingon IPA,1874,7.6,73,American IPA,12,Four Corners Brewing Company,Dallas, TX,33,5.5
288,Block Party Robust Porter,1873,5.7,40,American Porter,12,Four Corners Brewing Company,Dallas, TX,33,5.5
288,Local Buzz,1872,5.2,20,American Blonde Ale,12,Four Corners Brewing Company,Dallas, TX,33,5.5
289,Saint Archer White Ale,1868,5,15,Witbier,12,Saint Archer Brewery,San Diego, CA,40,5.8
289,Saint Archer IPA,1867,6.8,66,American IPA,12,Saint Archer Brewery,San Diego, CA,40,5.8
289,Saint Archer Pale Ale,1865,5.2,40,American Pale Ale (APA),12,Saint Archer Brewery,San Diego, CA,40,5.8
289,Saint Archer Blonde,1864,4.8,22,Kölsch,12,Saint Archer Brewery,San Diego, CA,40,5.8
290,Rogue American Amber Ale,1860,5.1,36,American Amber / Red Ale,16,Rogue Ales,Newport, OR,40,5.6
291,Supergoose IPA,1857,6.9,67,American IPA,12,Hale's Ales,Seattle, WA,38,5.55
291,Hale's Pale American Ale,1440,4.7,44,American Pale Ale (APA),12,Hale's Ales,Seattle, WA,38,5.55
292,IPA & a Half,1856,7.3,87,American IPA,12,Tommyknocker Brewery,Idaho Springs, CO,36,6
292,Ornery Amber Lager (2003),736,5.5,33,Vienna Lager,12,Tommyknocker Brewery,Idaho Springs, CO,36,6
293,Tarnation California-Style Lager,1855,5.3,41,California Common / Steam Beer,12,Baxter Brewing Company,Lewiston, ME,38,5.1
293,On the Count of 3 (2015),1778,7,42,Hefeweizen,16,Baxter Brewing Company,Lewiston, ME,38,5.1
293,Summer Swelter,1209,4.7,20,American Pale Wheat Ale,12,Baxter Brewing Company,Lewiston, ME,38,5.1
293,Phantom Punch Winter Stout,954,6.8,38,Foreign / Export Stout,12,Baxter Brewing Company,Lewiston, ME,38,5.1
293,Hayride Autumn Ale,910,6.6,52,Rye Beer,12,Baxter Brewing Company,Lewiston, ME,38,5.1
293,Celsius Summer Ale (2012),707,4.7,20,American Pale Wheat Ale,12,Baxter Brewing Company,Lewiston, ME,38,5.1
293,Amber Road,533,5.5,35,American Amber / Red Ale,12,Baxter Brewing Company,Lewiston, ME,38,5.1
293,Pamola Xtra Pale Ale,183,4.9,28,American Pale Ale (APA),12,Baxter Brewing Company,Lewiston, ME,38,5.1
293,Stowaway IPA,182,6.9,69,American IPA,12,Baxter Brewing Company,Lewiston, ME,38,5.1
294,Blue Boots IPA,1854,6.9,67,American IPA,16,Northampton Brewery,Northamtpon, MA,31,5.4
295,American India Red Ale,1850,7.1,83,American Strong Ale,12,Black Shirt Brewing Company,Denver, CO,36,6
295,American Red Porter,1849,7.1,45,American Porter,12,Black Shirt Brewing Company,Denver, CO,36,6
295,American Red Saison,1848,7.8,34,Saison / Farmhouse Ale,12,Black Shirt Brewing Company,Denver, CO,36,6
295,Colorado Red Ale,1847,6.6,44,American Amber / Red Ale,12,Black Shirt Brewing Company,Denver, CO,36,6
296,Wachusett Light IPA,1846,4,37,American IPA,12,Wachusett Brewing Company,Westminster, MA,31,5.4
296,Green Monsta IPA,1845,6,55,American IPA,12,Wachusett Brewing Company,Westminster, MA,31,5.4
296,Wachusett IPA,1844,5.6,50,American IPA,12,Wachusett Brewing Company,Westminster, MA,31,5.4
